fold,repeat,assay_id,uniprot_id,model,calibration_method,evaluation_type,nominal_coverage,spearman,rmse,mae,r2,top_fraction,top_recall,selected_target_mean,selection_gain_sd,best_variant_regret_sd,observed_coverage,mean_interval_width,median_interval_width,position_coverage_mean,position_coverage_p10,position_coverage_min,covered_positions,test_rows,fit_proteins,calibration_proteins,test_proteins,family_id,fit_families,calibration_families,test_families
0,0,HECD1_HUMAN_Tsuboyama_2023_3DKM,HECD1_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.7216953496953498,0.22420976583768806,0.1875482435271499,0.3967591675952765,0.1,0.24,0.7931699999999998,1.0138391266220563,0.0,0.82,0.6332792137783115,0.6410897036217196,0.8042423240339907,0.40375000000000005,0.0,72,1000,110,25,34,cssf_45f2530c8897,84,21,27
0,0,HEM3_HUMAN_Loggerenberg_2023,HEM3_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.44720071263291206,0.25943839700078875,0.21554644223140312,0.18588424603664655,0.1,0.2,0.6530100000000002,0.5304044367543129,0.003477833825679054,0.765,0.6294099618992809,0.6388415126605325,0.7543859649122807,0.3333333333333333,0.0,342,1000,110,25,34,cssf_afe0fb52df15,84,21,27
0,0,ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5909209186936815,0.2678042229165043,0.2096816847008508,0.13936991762696505,0.1,0.23,0.71406,0.7397939108258671,0.0,0.755,0.6313784576041402,0.6410897036217196,0.7573079502656967,0.5,0.07142857142857142,71,1000,110,25,34,cssf_a0ac9f2c6c49,84,21,27
0,0,MTHR_HUMAN_Weile_2021,MTHR_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.4196614882365016,0.26651784604906825,0.2216930492133824,0.1476176731512414,0.1,0.11,0.6326349999999998,0.45772938366506993,0.0,0.744,0.6301644903008528,0.6388415126605325,0.7400914634146342,0.0,0.0,656,1000,110,25,34,cssf_095a60e097b5,84,21,27
0,0,NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.730979542979543,0.1972722211985217,0.16154634358384318,0.5330035819244003,0.1,0.29,0.7608899999999998,0.9020178705747672,0.0,0.901,0.6288444219855716,0.6388415126605325,0.9014430014430015,0.7333333333333333,0.4666666666666667,69,1000,110,25,34,cssf_a92a5d40f0e3,84,21,27
0,0,NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6952041712041712,0.24704088458000892,0.18155710586728416,0.2676488838000043,0.1,0.22,0.78783,0.9953408147480628,0.010392310041569593,0.819,0.6298859785985613,0.6388415126605325,0.8183698439503393,0.33508771929824566,0.0,55,1000,110,25,34,cssf_12ebdb52f01c,84,21,27
0,0,OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.4415955148946611,0.26532708332434746,0.2243016963952514,0.15521760626666048,0.1,0.26,0.692415,0.664813399859269,0.0,0.732,0.6301508182828671,0.6388415126605325,0.7293956043956044,0.3333333333333333,0.0,364,1000,110,25,34,cssf_08db490a0d52,84,21,27
0,0,OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.3303493623493624,0.2750536899278,0.2323719448937108,0.09214470402992392,0.1,0.12,0.60041,0.3460985654177392,0.006928206694379728,0.715,0.6307732895751917,0.6388415126605325,0.7174908424908424,0.3333333333333333,0.0,364,1000,110,25,34,cssf_08db490a0d52,84,21,27
0,0,P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5182636375923833,0.25713970619304327,0.22356106113100183,0.20654926453672895,0.1,0.14,0.66863,0.5824196957630314,0.003464103347189864,0.753,0.6322973954113663,0.6410897036217196,0.7485156912637828,0.3333333333333333,0.0,393,1000,110,25,34,cssf_a3526b63cbae,84,21,27
0,0,P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.4999211569197379,0.2615107595959616,0.2252963296094589,0.17934465073116868,0.1,0.26,0.7105400000000001,0.7276002670437589,0.003464103347189864,0.722,0.6322973954113663,0.6410897036217196,0.7205258693808311,0.3333333333333333,0.0,393,1000,110,25,34,cssf_a3526b63cbae,84,21,27
0,0,P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.4943216152194044,0.2603045167535817,0.2249158097682737,0.18689788959010156,0.1,0.09,0.6862,0.6432839915731575,0.003464103347189864,0.737,0.6322973954113663,0.6410897036217196,0.7357930449533503,0.06666666666666761,0.0,393,1000,110,25,34,cssf_a3526b63cbae,84,21,27
0,0,P53_HUMAN_Kotler_2018,P53_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6917436917436918,0.23336977113425159,0.1986969384064551,0.3464619455109099,0.1,0.29,0.7547399999999999,0.88071363498955,0.003464103347189864,0.811,0.631104663894567,0.6388415126605325,0.8157180830865041,0.5,0.0,190,1000,110,25,34,cssf_a3526b63cbae,84,21,27
0,0,PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.4139397103946078,0.2636617339714823,0.22618910782174162,0.16578779994458848,0.1,0.16,0.6788249999999999,0.6177366908375737,0.09006675430689434,0.71,0.6287841796595187,0.6410897036217196,0.7084432717678101,0.3333333333333333,0.0,379,1000,110,25,34,cssf_51cbf66f0934,84,21,27
0,0,PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.7587976662631392,0.18896749337200816,0.1471484014135002,0.5714945268252944,0.1,0.2318840579710145,0.8070520133519247,1.0611356474177038,0.020198864697905786,0.9300291545189504,0.6329506313403296,0.6410897036217196,0.9322237216974057,0.8222222222222223,0.3888888888888889,39,686,110,25,34,cssf_6f0217bf6d08,84,21,27
0,0,Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5374257639711094,0.2398675262478856,0.20115598079389196,0.30956140477228267,0.1,0.2714285714285714,0.7024185283869646,0.6987140681019367,0.0,0.812051649928264,0.6286665094739805,0.6410897036217196,0.8120688718700776,0.5017543859649123,0.21052631578947367,38,697,110,25,34,cssf_cdfaa4cd70ca,84,21,27
0,0,Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5036325464409612,0.2495855917977112,0.2152066634503201,0.2524830487893287,0.1,0.3333333333333333,0.760214190093708,0.8990905260295379,0.013912067145082774,0.7804551539491299,0.625430558355453,0.6307397131252777,0.7775873207648485,0.5555555555555556,0.05263157894736842,41,747,110,25,34,cssf_cdfaa4cd70ca,84,21,27
0,0,RDRP_I33A0_Li_2023,RDRP_I33A0,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.3718753843378889,0.2710376012383932,0.23384856616032643,0.11846252188487527,0.1,0.35,0.7339950000000002,0.8088508207583172,0.031176930498832325,0.698,0.6290125169864859,0.6388415126605325,0.7017543859649122,0.0,0.0,741,1000,110,25,34,cssf_bcc2d8a187a4,84,21,27
0,0,RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5793150632898371,0.24565787485349186,0.19308339574123376,0.275825731018957,0.1,0.24742268041237114,0.7683763684529697,0.9278960433970271,0.0,0.7997936016511867,0.6322887395342389,0.6410897036217196,0.8024125629663204,0.5649122807017544,0.15789473684210525,55,969,110,25,34,cssf_12ebdb52f01c,84,21,27
0,0,RNC_ECOLI_Weeks_2023,RNC_ECOLI,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.629467555355958,0.24446995447370826,0.19802974767143336,0.28281257912805524,0.1,0.2,0.7314999999999999,0.8002078732008578,0.0,0.799,0.6303687025185576,0.6410897036217196,0.7997787610619469,0.5,0.0,226,1000,110,25,34,cssf_a0ac9f2c6c49,84,21,27
0,0,RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.7832201312201312,0.18607961459017244,0.14245634536646623,0.5844921088997834,0.1,0.25,0.78061,0.9703299885813523,0.003464103347189864,0.893,0.6306681791172382,0.6410897036217196,0.8956123432979749,0.6470588235294118,0.23529411764705882,61,1000,110,25,34,cssf_ffbe89385f32,84,21,27
0,0,SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6334321302647506,0.23053774138756125,0.18083554047367156,0.3622268142181583,0.1,0.07352941176470588,0.7291648618210169,0.7913003412926876,0.0,0.8276877761413843,0.6352692954874983,0.6410897036217196,0.8175841748182526,0.4763157894736842,0.35714285714285715,42,679,110,25,34,cssf_6f0217bf6d08,84,21,27
0,0,SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5933857522865386,0.27237864264614303,0.22929678094861725,0.1097176100805467,0.1,0.32,0.71963,0.7590889664697145,0.020784620083139187,0.716,0.6334028021322962,0.6457020360466672,0.6743622448979592,0.1419047619047619,0.0,70,1000,110,25,34,cssf_cf940c8da196,84,21,27
0,0,SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5129807431365121,0.2518233252737858,0.20597939208478003,0.23901939319602994,0.1,0.12,0.65581,0.5380098908520575,0.05196155020784796,0.782,0.6298705276850365,0.6410897036217196,0.7844436265488898,0.2912280701754386,0.0,55,1000,110,25,34,cssf_5e471b6b3e5d,84,21,27
0,0,SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.7818227777707561,0.18338635310276358,0.15053034132740814,0.5964328353109968,0.1,0.3146067415730337,0.7834708863639237,0.9800242616952718,0.0038966297038454493,0.9201349831271091,0.6303935674216395,0.6410897036217196,0.9209586387411465,0.7654970760233918,0.6842105263157895,48,889,110,25,34,cssf_63a1a4e89751,84,21,27
0,0,TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.8324545883197114,0.16506111305004506,0.1267668805104157,0.6730570997133412,0.1,0.4444444444444444,0.8521074559721902,1.2169484530266763,0.0,0.9500805152979066,0.6329401351650816,0.6410897036217196,0.9509195783576588,0.8947368421052632,0.2777777777777778,35,621,110,25,34,cssf_6f0217bf6d08,84,21,27
0,0,THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.4931983789146686,0.2563314949676916,0.2038502746443367,0.21152814402775166,0.1,0.19696969696969696,0.7199279379157428,0.7592132857122159,0.04224519073201077,0.8064024390243902,0.6346932996563924,0.6457020360466672,0.8125554408590728,0.47368421052631576,0.10526315789473684,41,656,110,25,34,cssf_a523304d9a92,84,21,27
0,0,TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5672458592458592,0.24328951650632005,0.20543982258503457,0.2897218236192758,0.1,0.18,0.67232,0.5952022371141622,0.006928206694379728,0.799,0.6300694007048405,0.6410897036217195,0.7983402489626555,0.5,0.0,241,1000,110,25,34,cssf_b5a772423035,84,21,27
0,0,VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.7735773469549883,0.1893818455445498,0.15651187087673948,0.5696133755920791,0.1,0.3835616438356164,0.8347448795922621,1.1571957406639062,0.01916517249582323,0.9239280774550485,0.631086812547648,0.6410897036217196,0.9233445132438941,0.8277777777777778,0.4444444444444444,40,723,110,25,34,cssf_ffaeeb6011e9,84,21,27
0,0,VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5206924682545456,0.24787896830011694,0.20580831085126736,0.26267146756510296,0.1,0.16,0.68438,0.6369793234812718,0.010392310041569593,0.773,0.6266861789057232,0.6388415126605325,0.769550428867199,0.42857142857142855,0.0,161,1000,110,25,34,cssf_893ea5ec829f,84,21,27
0,0,VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.43212018451258555,0.2576340725875744,0.2118059589394433,0.2034926002284082,0.1,0.11428571428571428,0.6055851608936258,0.3632735425333339,0.0,0.7474892395982783,0.6218898654006558,0.6307397131252777,0.7327366712235133,0.40444444444444455,0.0,152,697,110,25,34,cssf_893ea5ec829f,84,21,27
1,0,A0A140D2T1_ZIKV_Sourisseau_2019,A0A140D2T1_ZIKV,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.36986569208488623,0.27031286558153106,0.23111643538950016,0.12317057958379285,0.1,0.27,0.7104,0.7271152925751522,0.006928206694379728,0.724,0.6604840947938135,0.6649296663340469,0.7232142857142857,0.5,0.0,504,1000,112,27,30,cssf_a5d49b9502ef,84,21,27
1,0,AMFR_HUMAN_Tsuboyama_2023_4G3O,AMFR_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.7486763793231218,0.1980126116658009,0.1632172946046081,0.5294913677103247,0.1,0.24390243902439024,0.7777662105889351,0.96009883558398,0.00844903461235098,0.9170731707317074,0.6612255252685263,0.6649296663340469,0.9222749196729828,0.7625730994152047,0.5263157894736842,47,820,112,27,30,cssf_265b55e38391,84,21,27
1,0,BCHB_CHLTE_Tsuboyama_2023_2KRU,BCHB_CHLTE,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5193628886276856,0.27361276970434933,0.22831510835709148,0.10163149289610751,0.1,0.20224719101123595,0.7668223709127635,0.9223542637519324,0.015569005850770987,0.7539325842696629,0.6578582235620617,0.6619282602509715,0.7078033475382546,0.2,0.0,52,890,112,27,30,cssf_39e5faa59a41,84,21,27
1,0,BRCA1_HUMAN_Findlay_2018,BRCA1_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5580269957010767,0.2387861154191458,0.19941213270752547,0.31577360877002136,0.1,0.22,0.6960500000000001,0.6774054095429778,0.003464103347189864,0.81,0.6589963036410753,0.6649296663340469,0.8135897435897437,0.5,0.0,325,1000,112,27,30,cssf_234425dd63e3,84,21,27
1,0,CASP3_HUMAN_Roychowdhury_2020,CASP3_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6546970626970627,0.22863060524409476,0.19266320464477452,0.372735928884556,0.1,0.29,0.71461,0.7416991676668213,0.020784620083139187,0.85,0.6576289474543637,0.6634289632925092,0.853242542153048,0.6,0.0,257,1000,112,27,30,cssf_99e3b36fb3c0,84,21,27
1,0,CASP7_HUMAN_Roychowdhury_2020,CASP7_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6363585603585604,0.22603262952640835,0.1828663097638831,0.38691039158292073,0.1,0.13,0.7136100000000001,0.7382350643196318,0.07274617029098715,0.859,0.6579918240661491,0.6619282602509715,0.8598809523809524,0.6666666666666666,0.0,280,1000,112,27,30,cssf_99e3b36fb3c0,84,21,27
1,0,CBS_HUMAN_Sun_2020,CBS_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.35730166838937927,0.26920941849278573,0.22270253761397044,0.1126544049479018,0.1,0.15,0.5662999999999999,0.23024067114064414,0.0034990983456024993,0.777,0.6599410783989574,0.6649296663340469,0.7635514018691589,0.0,0.0,535,1000,112,27,30,cssf_c188af622fce,84,21,27
1,0,CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6036753036753038,0.2416521991059399,0.18890777316218527,0.2992498752570335,0.1,0.12,0.732,0.801939924874453,0.0866025836797466,0.815,0.6598360689738252,0.6649296663340469,0.815337902837903,0.29285714285714287,0.07142857142857142,72,1000,112,27,30,cssf_322a3fa1e236,84,21,27
1,0,CUE1_YEAST_Tsuboyama_2023_2MYX,CUE1_YEAST,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.7220222091151913,0.20392260989188554,0.16355499737775503,0.5009862829494176,0.1,0.3333333333333333,0.7730802792321118,0.9441646882032414,0.007254667045582935,0.9015706806282723,0.6613007155565187,0.6649296663340469,0.900969146092985,0.7671826625386997,0.15789473684210525,52,955,112,27,30,cssf_265b55e38391,84,21,27
1,0,DYR_ECOLI_Nguyen_2023,DYR_ECOLI,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.505414403222931,0.24281187899293422,0.2073776173430972,0.2907803969515008,0.1,0.17,0.6297900000000001,0.4484204098407121,0.008670825466793682,0.805,0.6599992307176843,0.6649296663340469,0.8096142254370101,0.5,0.0,158,1000,112,27,30,cssf_0932cd92de6e,84,21,27
1,0,DYR_ECOLI_Thompson_2019,DYR_ECOLI,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5252383532383532,0.2446343695148215,0.20585057179680682,0.2818475848726141,0.1,0.13,0.60427,0.359470004337892,0.05196155020784796,0.812,0.6599219277369391,0.6649296663340469,0.8201536098310293,0.45714285714285713,0.0,155,1000,112,27,30,cssf_0932cd92de6e,84,21,27
1,0,ESTA_BACSU_Nutschel_2020,ESTA_BACSU,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.27069067512026196,0.28890889450298063,0.24374121008762903,-0.0016265842560734267,0.1,0.14,0.6158,0.3994121907517176,0.01732056334569461,0.695,0.6628964831980979,0.667956266944957,0.6521275578504493,0.17142857142857143,0.0,166,1000,112,27,30,cssf_eb7894768bb9,84,21,27
1,0,FECA_ECOLI_Tsuboyama_2023_2D1U,FECA_ECOLI,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.7551888951888952,0.2122105673724962,0.17875553248540926,0.45959956074487973,0.1,0.27,0.8018300000000003,1.043838261608722,0.0,0.898,0.6627347842289103,0.6679562669449571,0.8970640663348995,0.7527777777777778,0.5,72,1000,112,27,30,cssf_9a3ea6c0c19c,84,21,27
1,0,IF1_ECOLI_Kelsic_2016,IF1_ECOLI,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.48712832755246244,0.2711445159335887,0.2214898251490098,0.11776294956563427,0.1,0.21,0.6768299999999999,0.610826723070494,0.0,0.752,0.6588908687356668,0.6634289632925092,0.7513736263736264,0.21593406593406594,0.0,72,1000,112,27,30,cssf_ab9383c4e9ad,84,21,27
1,0,MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6053203358139708,0.23701297959534762,0.19360200038147304,0.32589700908255115,0.1,0.2987012987012987,0.7257558714251627,0.7797689177441841,0.036368552211275405,0.8333333333333334,0.6581909296970915,0.6649296663340468,0.8321251478768656,0.631578947368421,0.0,41,762,112,27,30,cssf_a1eda43852c5,84,21,27
1,0,MSH2_HUMAN_Jia_2020,MSH2_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.3458631208221325,0.2927712008249159,0.23651969939836795,-0.028588942946733198,0.1,0.14,0.62643,0.43623627379084967,0.0,0.738,0.6602102710562542,0.6649296663340469,0.7397408207343412,0.0,0.0,926,1000,112,27,30,cssf_48cbc265b524,84,21,27
1,0,MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6572848735915361,0.23170558829068819,0.19044172582143334,0.34560858558528906,0.1,0.21,0.73663,0.8243914050253911,0.013965043069925746,0.833,0.6596853904507115,0.6649296663340469,0.8323201621073962,0.5,0.0,329,1000,112,27,30,cssf_9a90786f7320,84,21,27
1,0,POLG_DEN26_Suphatrakul_2023,POLG_DEN26,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.45531982868578813,0.27651063203173454,0.23190232798748175,0.08250152147745882,0.1,0.26,0.7344499999999999,0.8104269805063514,0.0034641033575821853,0.744,0.6594039230709753,0.6649296663340469,0.7410714285714286,0.0,0.0,896,1000,112,27,30,cssf_1d81bb997017,84,21,27
1,0,PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.600224141919178,0.22962141976919395,0.19184345034283848,0.3672857513071466,0.1,0.19,0.6914099999999999,0.6613328370208008,0.017320539443214125,0.847,0.6604767919124545,0.6649296663340469,0.8472222222222222,0.5,0.0,420,1000,112,27,30,cssf_c26e504ac4d4,84,21,27
1,0,PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.6610911610911611,0.23633320554484433,0.2016129244131493,0.3297587212415015,0.1,0.24,0.7460800000000001,0.8507145000028866,0.010392310041569593,0.836,0.6604450326017649,0.6649296663340469,0.8372930165586753,0.5,0.0,463,1000,112,27,30,cssf_40b8ae05fc9a,84,21,27
1,0,R1AB_SARS2_Flynn_2022,R1AB_SARS2,cross_protein_histgb,mondrian_substitution,held_out_curated_sequence_structure_family,0.8,0.5484491844491846,0.2643779334121849,0.22260636021331215,0.16125086114728882,0.1,0.19,0.6838099999999998,0.635004784573373,0.0,0.769,0.6610505529837958,0.6649296663340469,0.7667766776677667,0.25,0.0,303,1000,112,27,30,cssf_9fc1ecf8307b,84,21,27
